Gene WormBase ID	of CLASH identified piRNA target sites
WBGene00009569	0
WBGene00009571	0
WBGene00009572	7
WBGene00009573	0
WBGene00009574	2
WBGene00009575	7
WBGene00009576	7
WBGene00009577	0
WBGene00009578	0
WBGene00009579	0
WBGene00009580	24
WBGene00009581	3
WBGene00009582	0
WBGene00009583	29
WBGene00009584	11
WBGene00009585	0
WBGene00009586	0
WBGene00009587	12
WBGene00009588	7
WBGene00009589	0
WBGene00009592	0
WBGene00009593	0
WBGene00009594	12
WBGene00009595	0
WBGene00009596	0
WBGene00009597	0
WBGene00009599	0
WBGene00009600	0
WBGene00009601	0
WBGene00009602	3
WBGene00009603	0
WBGene00009604	0
WBGene00009605	6
WBGene00009606	7
WBGene00009607	0
WBGene00009608	0
WBGene00009609	2
WBGene00009610	1
WBGene00009611	0
WBGene00009612	0
WBGene00009613	1
WBGene00009614	0
WBGene00009615	1
WBGene00009616	0
WBGene00009617	1
WBGene00009618	0
WBGene00009619	0
WBGene00009620	0
WBGene00009621	0
WBGene00009622	0
WBGene00009623	0
WBGene00009624	0
WBGene00009625	0
WBGene00009626	1
WBGene00009627	7
WBGene00009628	0
WBGene00009629	0
WBGene00009630	4
WBGene00009632	5
WBGene00009633	0
WBGene00009634	0
WBGene00009635	0
WBGene00009636	1
WBGene00009637	0
WBGene00009638	0
WBGene00009639	1
WBGene00009640	0
WBGene00009641	10
WBGene00009642	0
WBGene00009643	9
WBGene00009644	15
WBGene00009645	2
WBGene00009646	3
WBGene00009647	0
WBGene00009648	6
WBGene00009649	1
WBGene00009650	12
WBGene00009652	0
WBGene00009653	0
WBGene00009654	16
WBGene00009657	4
WBGene00009658	2
WBGene00009659	4
WBGene00009660	5
WBGene00009661	19
WBGene00009662	10
WBGene00009663	0
WBGene00009664	13
WBGene00009665	6
WBGene00009666	4
WBGene00009667	4
WBGene00009668	3
WBGene00009670	0
WBGene00009671	5
WBGene00009672	20
WBGene00009673	0
WBGene00009674	2
WBGene00009675	0
WBGene00009676	0
WBGene00009677	0
WBGene00009678	1
WBGene00009679	1
WBGene00009680	20
WBGene00009681	24
WBGene00009682	20
WBGene00009683	0
WBGene00009684	14
WBGene00009685	5
WBGene00009686	0
WBGene00009687	0
WBGene00009688	9
WBGene00009689	0
WBGene00009690	2
WBGene00009691	4
WBGene00009692	4
WBGene00009695	2
WBGene00009696	13
WBGene00009698	8
WBGene00009700	0
WBGene00009701	12
WBGene00009702	2
WBGene00009704	0
WBGene00009705	2
WBGene00009706	0
WBGene00009707	0
WBGene00009708	8
WBGene00009709	0
WBGene00009710	0
WBGene00009711	13
WBGene00009712	7
WBGene00009713	17
WBGene00009714	2
WBGene00009715	0
WBGene00009716	0
WBGene00009717	1
WBGene00009720	0
WBGene00009721	0
WBGene00009722	0
WBGene00009723	0
WBGene00009724	1
WBGene00009725	0
WBGene00009726	0
WBGene00009727	0
WBGene00009728	0
WBGene00009729	0
WBGene00009730	2
WBGene00009731	6
WBGene00009732	2
WBGene00009733	3
WBGene00009734	1
WBGene00009735	0
WBGene00009736	7
WBGene00009738	7
WBGene00009739	10
WBGene00009740	13
WBGene00009741	0
WBGene00009742	1
WBGene00009743	0
WBGene00009744	5
WBGene00009745	4
WBGene00009746	0
WBGene00009747	0
WBGene00009748	0
WBGene00009749	1
WBGene00009750	0
WBGene00009751	0
WBGene00009753	5
WBGene00009754	10
WBGene00009755	0
WBGene00009756	0
WBGene00009758	0
WBGene00009759	1
WBGene00009760	0
WBGene00009761	0
WBGene00009762	0
WBGene00009763	0
WBGene00009765	0
WBGene00009766	1
WBGene00009767	0
WBGene00009768	0
WBGene00009769	8
WBGene00009770	11
WBGene00009771	40
WBGene00009772	16
WBGene00009773	0
WBGene00009774	0
WBGene00009775	0
WBGene00009776	12
WBGene00009777	0
WBGene00009778	0
WBGene00009779	1
WBGene00009780	0
WBGene00009781	0
WBGene00009782	0
WBGene00009783	0
WBGene00009784	28
WBGene00009785	0
WBGene00009787	1
WBGene00009788	9
WBGene00009789	1
WBGene00009790	0
WBGene00009791	0
WBGene00009793	4
WBGene00009796	0
WBGene00009797	3
WBGene00009798	2
WBGene00009799	1
WBGene00009800	2
WBGene00009801	6
WBGene00009802	0
WBGene00009803	0
WBGene00009804	0
WBGene00009805	0
WBGene00009806	0
WBGene00009807	1
WBGene00009808	0
WBGene00009809	1
WBGene00009810	0
WBGene00009811	3
WBGene00009812	14
WBGene00009813	1
WBGene00009814	0
WBGene00009815	0
WBGene00009816	0
WBGene00009817	0
WBGene00009818	0
WBGene00009819	0
WBGene00009820	1
WBGene00009822	0
WBGene00009823	11
WBGene00009824	0
WBGene00009825	6
WBGene00009826	0
WBGene00009827	0
WBGene00009829	11
WBGene00009830	0
WBGene00009831	0
WBGene00009833	1
WBGene00009834	18
WBGene00009835	0
WBGene00009836	0
WBGene00009839	0
WBGene00009840	0
WBGene00009841	0
WBGene00009842	0
WBGene00009843	0
WBGene00009844	0
WBGene00009848	0
WBGene00009849	0
WBGene00009850	0
WBGene00009851	3
WBGene00009852	0
WBGene00009853	1
WBGene00009854	0
WBGene00009855	0
WBGene00009856	0
WBGene00009857	0
WBGene00009858	0
WBGene00009859	0
WBGene00009860	0
WBGene00009861	2
WBGene00009862	7
WBGene00009863	1
WBGene00009865	3
WBGene00009866	4
WBGene00009867	1
WBGene00009868	0
WBGene00009869	0
WBGene00009871	0
WBGene00009872	0
WBGene00009873	0
WBGene00009874	0
WBGene00009875	0
WBGene00009876	0
WBGene00009877	0
WBGene00009878	6
WBGene00009879	0
WBGene00009880	5
WBGene00009881	6
WBGene00009882	4
WBGene00009883	0
WBGene00009884	22
WBGene00009885	0
WBGene00009886	0
WBGene00009887	0
WBGene00009888	4
WBGene00009889	1
WBGene00009890	0
WBGene00009891	0
WBGene00009892	0
WBGene00009893	1
WBGene00009895	3
WBGene00009896	0
WBGene00009897	2
WBGene00009898	0
WBGene00009899	0
WBGene00009900	0
WBGene00009901	0
WBGene00009902	0
WBGene00009903	0
WBGene00009904	0
WBGene00009905	0
WBGene00009906	0
WBGene00009907	0
WBGene00009908	0
WBGene00009909	0
WBGene00009912	0
WBGene00009913	0
WBGene00009914	0
WBGene00009915	13
WBGene00009916	0
WBGene00009917	1
WBGene00009918	7
WBGene00009919	19
WBGene00009920	10
WBGene00009921	12
WBGene00009922	27
WBGene00009923	0
WBGene00009924	19
WBGene00009925	5
WBGene00009926	2
WBGene00009927	0
WBGene00009929	1
WBGene00009930	5
WBGene00009931	0
WBGene00009933	0
WBGene00009934	0
WBGene00009935	0
WBGene00009937	11
WBGene00009938	0
WBGene00009939	0
WBGene00009940	8
WBGene00009941	0
WBGene00009942	1
WBGene00009943	0
WBGene00009944	16
WBGene00009945	0
WBGene00009946	6
WBGene00009947	0
WBGene00009948	13
WBGene00009949	0
WBGene00009950	0
WBGene00009951	0
WBGene00009952	10
WBGene00009953	0
WBGene00009955	0
WBGene00009956	8
WBGene00009957	0
WBGene00009958	0
WBGene00009959	26
WBGene00009960	0
WBGene00009961	0
WBGene00009962	5
WBGene00009963	0
WBGene00009964	0
WBGene00009965	1
WBGene00009966	15
WBGene00009967	0
WBGene00009968	0
WBGene00009969	0
WBGene00009971	1
WBGene00009973	4
WBGene00009974	5
WBGene00009975	40
WBGene00009976	7
WBGene00009977	6
WBGene00009978	19
WBGene00009979	0
WBGene00009980	4
WBGene00009981	3
WBGene00009982	1
WBGene00009983	0
WBGene00009984	0
WBGene00009985	0
WBGene00009986	0
WBGene00009987	10
WBGene00009988	12
WBGene00009990	0
WBGene00009992	9
WBGene00009993	10
WBGene00009994	8
WBGene00009995	0
WBGene00009996	6
WBGene00009997	0
WBGene00009998	0
WBGene00009999	0
WBGene00010000	13
WBGene00010001	0
WBGene00010002	9
WBGene00010003	0
WBGene00010004	0
WBGene00010005	0
WBGene00010006	6
WBGene00010007	0
WBGene00010008	1
WBGene00010009	0
WBGene00010010	1
WBGene00010011	7
WBGene00010012	14
WBGene00010013	26
WBGene00010014	1
WBGene00010015	13
WBGene00010016	0
WBGene00010017	0
WBGene00010018	0
WBGene00010019	0
WBGene00010020	0
WBGene00010021	0
WBGene00010022	0
WBGene00010023	0
WBGene00010025	0
WBGene00010026	0
WBGene00010027	0
WBGene00010028	12
WBGene00010030	0
WBGene00010031	0
WBGene00010032	0
WBGene00010033	0
WBGene00010034	0
WBGene00010035	1
WBGene00010036	8
WBGene00010037	23
WBGene00010038	13
WBGene00010039	0
WBGene00010040	28
WBGene00010041	0
WBGene00010042	7
WBGene00010043	1
WBGene00010044	14
WBGene00010045	0
WBGene00010046	1
WBGene00010047	0
WBGene00010048	8
WBGene00010049	0
WBGene00010050	0
WBGene00010051	0
WBGene00010052	10
WBGene00010053	7
WBGene00010054	9
WBGene00010055	1
WBGene00010056	40
WBGene00010057	0
WBGene00010058	0
WBGene00010059	0
WBGene00010060	0
WBGene00010061	47
WBGene00010062	0
WBGene00010063	0
WBGene00010064	0
WBGene00010065	0
WBGene00010066	1
WBGene00010067	0
WBGene00010068	0
WBGene00010069	0
WBGene00010070	4
WBGene00010071	0
WBGene00010072	2
WBGene00010073	0
WBGene00010074	0
WBGene00010075	10
WBGene00010077	9
WBGene00010079	0
WBGene00010080	10
WBGene00010081	3
WBGene00010082	7
WBGene00010083	1
WBGene00010084	0
WBGene00010085	1
WBGene00010086	1
WBGene00010087	1
WBGene00010088	0
WBGene00010089	10
WBGene00010091	4
WBGene00010093	12
WBGene00010094	3
WBGene00010096	10
WBGene00010097	9
WBGene00010098	0
WBGene00010099	0
WBGene00010100	0
WBGene00010101	0
WBGene00010102	0
WBGene00010103	0
WBGene00010104	0
WBGene00010105	0
WBGene00010106	0
WBGene00010107	0
WBGene00010108	0
WBGene00010109	0
WBGene00010110	0
WBGene00010111	1
WBGene00010113	4
WBGene00010114	0
WBGene00010115	2
WBGene00010116	0
WBGene00010117	0
WBGene00010118	0
WBGene00010119	2
WBGene00010120	0
WBGene00010121	0
WBGene00010122	1
WBGene00010123	0
WBGene00010124	0
WBGene00010125	0
WBGene00010126	0
WBGene00010127	0
WBGene00010128	0
WBGene00010129	0
WBGene00010130	14
WBGene00010131	0
WBGene00010132	4
WBGene00010133	0
WBGene00010134	0
WBGene00010135	3
WBGene00010136	2
WBGene00010137	0
WBGene00010138	0
WBGene00010139	6
WBGene00010140	1
WBGene00010141	1
WBGene00010142	0
WBGene00010143	0
WBGene00010144	0
WBGene00010145	0
WBGene00010146	0
WBGene00010147	0
WBGene00010148	0
WBGene00010149	1
WBGene00010150	0
WBGene00010152	2
WBGene00010153	0
WBGene00010155	3
WBGene00010157	0
WBGene00010158	2
WBGene00010159	6
WBGene00010160	3
WBGene00010161	1
WBGene00010162	0
WBGene00010163	0
WBGene00010164	0
WBGene00010165	0
WBGene00010166	0
WBGene00010167	0
WBGene00010168	0
WBGene00010169	0
WBGene00010170	0
WBGene00010171	0
WBGene00010172	0
WBGene00010173	0
WBGene00010174	2
WBGene00010175	1
WBGene00010177	2
WBGene00010178	9
WBGene00010179	0
WBGene00010180	0
WBGene00010181	1
WBGene00010182	0
WBGene00010183	0
WBGene00010184	2
WBGene00010185	2
WBGene00010186	0
WBGene00010187	0
WBGene00010188	0
WBGene00010189	0
WBGene00010191	0
WBGene00010192	1
WBGene00010193	4
WBGene00010194	5
WBGene00010195	2
WBGene00010196	0
WBGene00010197	26
WBGene00010198	14
WBGene00010199	12
WBGene00010200	0
WBGene00010202	0
WBGene00010203	0
WBGene00010204	3
WBGene00010205	0
WBGene00010206	0
WBGene00010212	10
WBGene00010214	1
WBGene00010215	0
WBGene00010216	0
WBGene00010217	0
WBGene00010218	0
WBGene00010219	0
WBGene00010220	0
WBGene00010221	3
WBGene00010222	0
WBGene00010223	0
WBGene00010224	0
WBGene00010225	0
WBGene00010226	1
WBGene00010227	2
WBGene00010228	0
WBGene00010229	1
WBGene00010230	8
WBGene00010231	5
WBGene00010232	9
WBGene00010233	22
WBGene00010234	5
WBGene00010235	1
WBGene00010236	0
WBGene00010237	0
WBGene00010238	0
WBGene00010239	0
WBGene00010241	5
WBGene00010242	4
WBGene00010243	4
WBGene00010244	5
WBGene00010245	3
WBGene00010246	5
WBGene00010247	2
WBGene00010248	3
WBGene00010249	6
WBGene00010250	0
WBGene00010251	0
WBGene00010253	0
WBGene00010254	7
WBGene00010255	0
WBGene00010256	0
WBGene00010257	0
WBGene00010258	0
WBGene00010259	11
WBGene00010260	29
WBGene00010261	0
WBGene00010262	0
WBGene00010263	34
WBGene00010264	3
WBGene00010265	12
WBGene00010266	0
WBGene00010267	0
WBGene00010268	0
WBGene00010269	1
WBGene00010270	0
WBGene00010272	2
WBGene00010273	0
WBGene00010274	0
WBGene00010275	0
WBGene00010277	0
WBGene00010278	0
WBGene00010279	11
WBGene00010280	30
WBGene00010281	24
WBGene00010282	0
WBGene00010283	5
WBGene00010284	21
WBGene00010285	0
WBGene00010286	4
WBGene00010288	0
WBGene00010289	2
WBGene00010290	1
WBGene00010291	0
WBGene00010292	0
WBGene00010293	3
WBGene00010296	0
WBGene00010297	0
WBGene00010298	0
WBGene00010299	0
WBGene00010300	1
WBGene00010301	0
WBGene00010302	3
WBGene00010303	7
WBGene00010304	7
WBGene00010305	7
WBGene00010306	8
WBGene00010307	9
WBGene00010308	10
WBGene00010309	15
WBGene00010310	1
WBGene00010311	1
WBGene00010314	0
WBGene00010315	0
WBGene00010316	0
WBGene00010317	15
WBGene00010318	0
WBGene00010319	0
WBGene00010320	0
WBGene00010321	0
WBGene00010322	0
WBGene00010323	0
WBGene00010324	17
WBGene00010325	15
WBGene00010326	11
WBGene00010327	0
WBGene00010328	0
WBGene00010329	0
WBGene00010330	2
WBGene00010331	3
WBGene00010332	0
WBGene00010333	8
WBGene00010334	0
WBGene00010335	0
WBGene00010336	1
WBGene00010337	0
WBGene00010338	0
WBGene00010339	9
WBGene00010340	0
WBGene00010341	0
WBGene00010342	0
WBGene00010343	0
WBGene00010344	1
WBGene00010345	0
WBGene00010348	0
WBGene00010349	0
WBGene00010350	0
WBGene00010351	141
WBGene00010352	0
WBGene00010353	30
WBGene00010354	14
WBGene00010355	0
WBGene00010356	2
WBGene00010357	1
WBGene00010358	0
WBGene00010359	0
WBGene00010360	0
WBGene00010361	0
WBGene00010362	153
WBGene00010363	7
WBGene00010364	30
WBGene00010365	2
WBGene00010366	1
WBGene00010367	10
WBGene00010368	0
WBGene00010369	18
WBGene00010370	1
WBGene00010372	0
WBGene00010373	0
WBGene00010374	4
WBGene00010375	0
WBGene00010377	14
WBGene00010378	3
WBGene00010379	0
WBGene00010380	1
WBGene00010381	0
WBGene00010382	0
WBGene00010383	9
WBGene00010385	0
WBGene00010386	5
WBGene00010387	0
WBGene00010388	0
WBGene00010389	0
WBGene00010391	1
WBGene00010392	0
WBGene00010394	2
WBGene00010396	0
WBGene00010397	2
WBGene00010399	9
WBGene00010401	0
WBGene00010403	0
WBGene00010404	0
WBGene00010405	16
WBGene00010406	16
WBGene00010407	2
WBGene00010408	8
WBGene00010409	7
WBGene00010410	0
WBGene00010411	0
WBGene00010412	0
WBGene00010413	0
WBGene00010414	0
WBGene00010415	0
WBGene00010416	12
WBGene00010417	1
WBGene00010418	4
WBGene00010419	70
WBGene00010420	12
WBGene00010421	0
WBGene00010422	0
WBGene00010423	0
WBGene00010425	9
WBGene00010426	1
WBGene00010427	18
WBGene00010428	17
WBGene00010429	0
WBGene00010432	0
WBGene00010433	26
WBGene00010434	1
WBGene00010435	13
WBGene00010436	2
WBGene00010437	5
WBGene00010439	3
WBGene00010440	0
WBGene00010442	0
WBGene00010444	7
WBGene00010446	0
WBGene00010447	0
WBGene00010448	1
WBGene00010449	2
WBGene00010450	0
WBGene00010451	3
WBGene00010453	8
WBGene00010454	0
WBGene00010455	0
WBGene00010456	0
WBGene00010457	1
WBGene00010458	7
WBGene00010459	11
WBGene00010460	1
WBGene00010461	2
WBGene00010464	0
WBGene00010465	12
WBGene00010466	6
WBGene00010467	0
WBGene00010468	1
WBGene00010469	1
WBGene00010470	0
WBGene00010471	1
WBGene00010472	2
WBGene00010473	0
WBGene00010474	5
WBGene00010475	0
WBGene00010476	6
WBGene00010477	268
WBGene00010478	28
WBGene00010479	5
WBGene00010480	7
WBGene00010481	0
WBGene00010483	8
WBGene00010484	6
WBGene00010485	5
WBGene00010486	6
WBGene00010487	0
WBGene00010488	0
WBGene00010491	5
WBGene00010492	16
WBGene00010493	5
WBGene00010494	0
WBGene00010495	1
WBGene00010496	17
WBGene00010497	1
WBGene00010498	10
WBGene00010499	0
WBGene00010500	8
WBGene00010501	0
WBGene00010502	18
WBGene00010503	0
WBGene00010504	0
WBGene00010505	0
WBGene00010506	0
WBGene00010507	3
WBGene00010508	0
WBGene00010509	0
WBGene00010510	13
WBGene00010511	0
WBGene00010512	0
WBGene00010513	0
WBGene00010514	0
WBGene00010515	0
WBGene00010516	0
WBGene00010519	1
WBGene00010520	0
WBGene00010521	0
WBGene00010522	0
WBGene00010523	4
WBGene00010524	0
WBGene00010525	0
WBGene00010526	0
WBGene00010527	1
WBGene00010528	1
WBGene00010530	0
WBGene00010531	0
WBGene00010534	0
WBGene00010537	8
WBGene00010538	0
WBGene00010539	2
WBGene00010540	0
WBGene00010541	0
WBGene00010542	6
WBGene00010544	0
WBGene00010545	0
WBGene00010546	1
WBGene00010547	0
WBGene00010550	54
WBGene00010551	16
WBGene00010552	5
WBGene00010553	1
WBGene00010554	0
WBGene00010555	17
WBGene00010556	59
WBGene00010557	4
WBGene00010558	1
WBGene00010559	0
WBGene00010560	5
WBGene00010562	7
WBGene00010563	8
WBGene00010564	10
WBGene00010565	8
WBGene00010566	0
WBGene00010567	1
WBGene00010568	6
WBGene00010569	1
WBGene00010570	0
WBGene00010571	0
WBGene00010572	1
WBGene00010573	0
WBGene00010574	1
WBGene00010575	0
WBGene00010576	0
WBGene00010577	0
WBGene00010578	0
WBGene00010579	12
WBGene00010580	2
WBGene00010581	23
WBGene00010582	10
WBGene00010583	16
WBGene00010584	1
WBGene00010585	3
WBGene00010586	0
WBGene00010587	3
WBGene00010588	0
WBGene00010589	0
WBGene00010590	0
WBGene00010591	0
WBGene00010592	0
WBGene00010593	0
WBGene00010594	0
WBGene00010595	0
WBGene00010596	1
WBGene00010597	0
WBGene00010599	0
WBGene00010600	0
WBGene00010601	0
WBGene00010602	0
WBGene00010603	0
WBGene00010604	0
WBGene00010605	3
WBGene00010606	4
WBGene00010607	0
WBGene00010608	7
WBGene00010609	29
WBGene00010610	5
WBGene00010611	5
WBGene00010612	4
WBGene00010613	0
WBGene00010614	0
WBGene00010615	6
WBGene00010616	4
WBGene00010617	0
WBGene00010619	2
WBGene00010620	14
WBGene00010621	52
WBGene00010622	11
WBGene00010623	3
WBGene00010624	7
WBGene00010625	7
WBGene00010626	21
WBGene00010627	39
WBGene00010628	0
WBGene00010629	15
WBGene00010630	0
WBGene00010631	30
WBGene00010632	0
WBGene00010633	14
WBGene00010634	2
WBGene00010635	1
WBGene00010636	6
WBGene00010637	3
WBGene00010638	4
WBGene00010639	1
WBGene00010640	0
WBGene00010641	22
WBGene00010642	0
WBGene00010643	3
WBGene00010644	0
WBGene00010645	5
WBGene00010646	0
WBGene00010647	0
WBGene00010648	0
WBGene00010649	0
WBGene00010650	4
WBGene00010651	4
WBGene00010652	0
WBGene00010653	0
WBGene00010654	2
WBGene00010655	0
WBGene00010656	0
WBGene00010657	1
WBGene00010658	0
WBGene00010659	0
WBGene00010660	0
WBGene00010661	0
WBGene00010662	0
WBGene00010663	11
WBGene00010664	20
WBGene00010665	34
WBGene00010666	3
WBGene00010667	0
WBGene00010669	1
WBGene00010670	11
WBGene00010671	11
WBGene00010672	0
WBGene00010673	0
WBGene00010674	0
WBGene00010675	0
WBGene00010676	11
WBGene00010677	27
WBGene00010678	12
WBGene00010679	1
WBGene00010680	0
WBGene00010681	4
WBGene00010682	0
WBGene00010683	0
WBGene00010684	1
WBGene00010685	28
WBGene00010686	0
WBGene00010687	2
WBGene00010688	0
WBGene00010689	0
WBGene00010690	10
WBGene00010691	1
WBGene00010692	6
WBGene00010693	0
WBGene00010694	0
WBGene00010697	7
WBGene00010698	0
WBGene00010699	16
WBGene00010700	1
WBGene00010701	5
WBGene00010702	4
WBGene00010703	3
WBGene00010704	6
WBGene00010705	0
WBGene00010706	0
WBGene00010707	0
WBGene00010708	0
WBGene00010709	12
WBGene00010711	6
WBGene00010712	7
WBGene00010713	14
WBGene00010714	0
WBGene00010715	0
WBGene00010716	0
WBGene00010717	0
WBGene00010718	0
WBGene00010719	11
WBGene00010720	8
WBGene00010721	3
WBGene00010722	0
WBGene00010723	0
WBGene00010724	0
WBGene00010725	2
WBGene00010726	15
WBGene00010727	0
WBGene00010728	3
WBGene00010730	14
WBGene00010731	16
WBGene00010732	16
WBGene00010734	81
WBGene00010735	0
WBGene00010736	9
WBGene00010737	0
WBGene00010738	3
WBGene00010740	0
WBGene00010741	0
WBGene00010742	0
WBGene00010743	0
WBGene00010744	1
WBGene00010745	0
WBGene00010746	0
WBGene00010747	0
WBGene00010748	0
WBGene00010749	0
WBGene00010750	0
WBGene00010752	1
WBGene00010754	0
WBGene00010755	1
WBGene00010756	5
WBGene00010757	1
WBGene00010758	7
WBGene00010759	5
WBGene00010760	0
WBGene00010761	0
WBGene00010762	0
WBGene00010763	0
WBGene00010764	0
WBGene00010765	0
WBGene00010766	8
WBGene00010767	13
WBGene00010768	16
WBGene00010769	12
WBGene00010770	6
WBGene00010771	7
WBGene00010772	0
WBGene00010773	0
WBGene00010774	0
WBGene00010775	0
WBGene00010776	6
WBGene00010778	12
WBGene00010779	5
WBGene00010780	31
WBGene00010781	16
WBGene00010782	0
WBGene00010783	12
WBGene00010784	0
WBGene00010785	121
WBGene00010786	1
WBGene00010787	25
WBGene00010788	0
WBGene00010789	0
WBGene00010790	3
WBGene00010791	0
WBGene00010792	0
WBGene00010793	1
WBGene00010794	15
WBGene00010795	1
WBGene00010796	0
WBGene00010797	0
WBGene00010798	0
WBGene00010799	0
WBGene00010800	1
WBGene00010801	0
WBGene00010802	0
WBGene00010803	3
WBGene00010805	7
WBGene00010806	24
WBGene00010807	4
WBGene00010808	2
WBGene00010809	6
WBGene00010810	18
WBGene00010811	1
WBGene00010812	7
WBGene00010813	5
WBGene00010814	5
WBGene00010815	8
WBGene00010817	0
WBGene00010819	0
WBGene00010820	0
WBGene00010821	0
WBGene00010822	0
WBGene00010823	0
WBGene00010825	0
WBGene00010827	0
WBGene00010828	16
WBGene00010829	4
WBGene00010830	4
WBGene00010831	0
WBGene00010832	0
WBGene00010833	0
WBGene00010834	1
WBGene00010835	1
WBGene00010836	1
WBGene00010837	0
WBGene00010838	0
WBGene00010839	3
WBGene00010840	13
WBGene00010842	8
WBGene00010843	7
WBGene00010844	6
WBGene00010845	12
WBGene00010846	6
WBGene00010847	10
WBGene00010848	0
WBGene00010849	0
WBGene00010850	0
WBGene00010851	0
WBGene00010854	0
WBGene00010855	0
WBGene00010856	0
WBGene00010857	0
WBGene00010858	0
WBGene00010859	0
WBGene00010862	0
WBGene00010863	0
WBGene00010864	1
WBGene00010865	0
WBGene00010866	0
WBGene00010867	0
WBGene00010868	6
WBGene00010869	4
WBGene00010870	0
WBGene00010871	0
WBGene00010872	6
WBGene00010873	0
WBGene00010874	4
WBGene00010875	6
WBGene00010876	2
WBGene00010877	0
WBGene00010878	1
WBGene00010879	7
WBGene00010880	0
WBGene00010881	0
WBGene00010882	3
WBGene00010883	1
WBGene00010884	1
WBGene00010885	0
WBGene00010886	0
WBGene00010887	1
WBGene00010888	0
WBGene00010889	4
WBGene00010890	11
WBGene00010891	9
WBGene00010892	3
WBGene00010893	0
WBGene00010894	0
WBGene00010895	1
WBGene00010896	24
WBGene00010897	10
WBGene00010898	0
WBGene00010899	0
WBGene00010900	13
WBGene00010901	0
WBGene00010902	0
WBGene00010904	0
WBGene00010905	6
WBGene00010906	5
WBGene00010907	1
WBGene00010908	15
WBGene00010909	4
WBGene00010910	6
WBGene00010911	11
WBGene00010912	6
WBGene00010913	4
WBGene00010915	1
WBGene00010916	0
WBGene00010917	0
WBGene00010918	0
WBGene00010919	6
WBGene00010920	5
WBGene00010922	5
WBGene00010923	8
WBGene00010924	0
WBGene00010925	0
WBGene00010926	0
WBGene00010928	0
WBGene00010929	0
WBGene00010931	3
WBGene00010933	3
